"","School.Name","School.Type","Region","Is.Party","STABBR","CONTROL","Tier","COSTT4_A","MN_EARN_WNE_P6","MD_EARN_WNE_P6","PCT25_EARN_WNE_P6","PCT75_EARN_WNE_P6","SD_EARN_WNE_P6","MD_EARN_WNE_P8","MN_EARN_WNE_P10","MD_EARN_WNE_P10","PCT25_EARN_WNE_P10","PCT75_EARN_WNE_P10","SD_EARN_WNE_P10","BE_MN_P6","BE_MD_P6","BE_MN_P10","BE_MD_P10","ROI_MN_P6","ROI_MD_P6","ROI_MN_P10","ROI_MD_P10","gender","gendered_Income_P10","gendered_Income_P6","family_income_level","born_Income_P10","born_Income_P6"
"101","University of North Dakota","State","Midwestern",FALSE,"ND","Public","Selective public",20306,45400,41700,28900,57100,26300,46800,57800,48700,33700,70000,48100,1.78907488986784,1.94781774580336,1.40525951557093,1.66784394250513,123.579237663745,105.358022259431,184.644932532256,139.830591943268,"Female",47600,41500,"Low",62200,45300
"102","Cleveland State University","State","Midwestern",FALSE,"OH","Public","Selective public",21684,37200,34100,20500,49400,24300,38100,46400,41300,24700,61000,34700,2.33161290322581,2.54357771260997,1.86931034482759,2.10014527845036,71.5550636413946,57.258808337945,113.982660025825,90.4630142040214,"Female",42000,34600,"Low",43300,33600
"104","Oberlin College","Liberal Arts","Midwestern",FALSE,"OH","Private nonprofit","Other elite schools (public and private)",62051,30700,27400,14300,41900,21200,34900,45500,40800,21900,60600,35500,8.08482084690554,9.0585401459854,5.45503296703297,6.08343137254902,-50.5245685001047,-55.8427744919502,-26.6732204154647,-34.2476350099112,"Female",40700,28300,"Low",46200,31200
"105","University of Toledo","State","Midwestern",FALSE,"OH","Public","Selective public",21480,37900,33400,20600,50100,27300,39600,52800,43800,27000,66000,45300,2.26701846965699,2.57245508982036,1.62727272727273,1.96164383561644,76.4432029795158,55.4934823091248,145.810055865922,103.91061452514,"Female",46700,34700,"Low",49500,33400
"106","Wittenberg University","Liberal Arts","Midwestern",FALSE,"OH","Private nonprofit","Selective private",50115,37800,36700,25400,48500,19700,40700,49000,43200,29600,61000,33300,5.3031746031746,5.46212534059945,4.09102040816327,4.64027777777778,-24.5734809937145,-26.7684326050085,-2.22488276962985,-13.7982639928165,"Female",43500,34600,"Low",43500,27600
"107","Lewis and Clark College","Liberal Arts","Western",FALSE,"OR","Private nonprofit","Selective private",55517,35900,32100,18400,47100,24800,42300,55000,46200,29000,63800,55100,6.18573816155989,6.91800623052959,4.0376,4.80666666666667,-35.3351225750671,-42.1798728317452,-0.931246284921736,-16.7822468793343,"Female",50700,36300,"Low",63400,44400
"108","Oregon State University","State","Western",FALSE,"OR","Public","Selective public",23326,42700,37700,24200,55000,36600,43500,56700,49600,30900,73500,43300,2.18510538641686,2.47490716180371,1.64557319223986,1.88112903225806,83.0575323673154,61.622224127583,143.076395438566,112.638257738146,"Female",48400,36400,"Low",54900,41300
"109","Portland State University","State","Western",FALSE,"OR","Public","Selective public",20318,38400,34500,20100,50700,28000,40000,50800,44700,25800,67100,37700,2.11645833333333,2.35571014492754,1.59984251968504,1.81816554809843,88.9949798208485,69.8001771827936,150.024608721331,120.001968697706,"Female",45100,35200,"Low",47300,35200
"111","University of Oregon","State","Western",FALSE,"OR","Public","Selective public",23055,39800,35600,22000,51400,29500,40800,51300,44800,27700,65300,43100,2.31708542713568,2.59044943820225,1.79766081871345,2.05848214285714,72.6306657991759,54.4133593580568,122.511385816526,94.3179353719367,"Female",46300,36400,"Low",48000,39200
"112","Bucknell University","Liberal Arts","Northeastern",FALSE,"PA","Private nonprofit","Other elite schools (public and private)",61060,62400,57700,39700,76400,41500,68700,82400,70800,49000,99900,63500,3.91410256410256,4.23292894280763,2.96407766990291,3.44971751412429,2.19456272518834,-5.50278414674091,34.9492302653128,15.9515230920406,"Female",74300,58900,"Low",78800,46800
"113","Carnegie Mellon University","Engineering","Northeastern",FALSE,"PA","Private nonprofit","Other elite schools (public and private)",61990,84000,69800,37600,104100,85200,76100,103000,83600,46700,125400,100300,2.95190476190476,3.55243553008596,2.4073786407767,2.96602870813397,35.5057267301178,12.598806259074,66.1558315857396,34.8604613647363,"Female",85800,63000,"Low",112300,76200
"118","Moravian College","Liberal Arts","Northeastern",FALSE,"PA","Private nonprofit","Selective private",47447,42600,40800,26200,56500,23500,45700,55100,51100,34500,68300,34000,4.45511737089202,4.65166666666667,3.44442831215971,3.71405088062622,-10.2156089953,-14.0093156574704,16.1295761586612,7.69911690939364,"Female",49100,41300,"Low",54100,43900
"120","University of Pennsylvania","Ivy League","Northeastern",FALSE,"PA","Private nonprofit","Ivy Plus",61800,91200,71600,45400,108000,80000,76700,131600,85900,55100,151600,147600,2.71052631578947,3.45251396648045,1.87841945288754,2.87776484284051,47.5728155339806,15.8576051779935,112.94498381877,38.9967637540453,"Female",102300,75800,"Low",113100,77700
"122","Brown University","Ivy League","Northeastern",FALSE,"RI","Private nonprofit","Ivy Plus",60460,64800,52500,32600,82200,53300,57800,89100,67500,47900,103100,86500,3.7320987654321,4.60647619047619,2.71425364758698,3.58281481481481,7.1782997022825,-13.165729407873,47.3701620906384,11.6440621898776,"Female",79900,54000,"Low",96800,62000
"123","University of Rhode Island","State","Northeastern",FALSE,"RI","Public","Selective public",26452,42500,39400,25000,56500,26100,46200,58400,52900,34200,75400,40300,2.4896,2.68548223350254,1.81178082191781,2.00015122873346,60.6683804627249,48.9490397701497,120.777256918191,99.9848782700741,"Female",53300,40900,"Low",47600,36100
"124","Clemson University","State","Southern",FALSE,"SC","Public","Highly selective public",26065,48100,43600,28800,61300,48600,48000,58900,52400,35100,76000,38900,2.16756756756757,2.39128440366972,1.77011884550085,1.98969465648855,84.5386533665835,67.2741223863418,125.973527719164,101.035871858815,"Female",51200,41600,"Low",54700,45800
"125","Austin Peay State University","State","Southern",FALSE,"TN","Public","Selective public",19386,31400,29200,17200,42000,20400,32100,38800,34900,19800,50300,28000,2.46955414012739,2.65561643835616,1.99855670103093,2.22189111747851,61.972557515733,50.6241617662231,100.144434127721,80.0268234808625,"Female",35100,29200,"Low",34800,30000
"126","University of Memphis","State","Southern",FALSE,"TN","Public","Selective public",21492,35100,31700,19500,45300,31300,34800,43200,37400,23200,54700,35500,2.44923076923077,2.71192429022082,1.99,2.29860962566845,63.3165829145729,47.4967429741299,101.005025125628,74.0182393448725,"Female",38400,32800,"Low",40000,33200
"127","Tennessee Technological University","Engineering","Southern",FALSE,"TN","Public","Selective public",21411,35400,32800,21300,44700,23000,36100,46700,40500,27300,59400,32300,2.41932203389831,2.61109756097561,1.83391862955032,2.11466666666667,65.3355751716407,53.1922843398253,118.1121853253,89.1551071878941,"Female",38300,31000,"Low",43500,32500
"128","Lamar University","State","Southern",FALSE,"TX","Public","Selective public",19692,37200,32200,18800,49700,26200,36000,46000,39500,24200,58800,33600,2.11741935483871,2.44621118012422,1.71234782608696,1.99412658227848,88.9092017062767,63.5181799715621,133.597399959374,100.589071704245,"Female",38400,32700,"Low",42000,34900
"129","Tarleton State University","State","Southern",FALSE,"TX","Public","Selective public",17964,38200,35900,22500,49400,23600,39600,47700,42500,28800,59400,32800,1.88104712041885,2.00155988857939,1.50641509433962,1.69072941176471,112.647517256736,99.8441327098642,165.531062124249,136.584279670452,"Female",40700,34100,"Low",44800,34900
"130","University of Utah","State","Western",FALSE,"UT","Public","Selective public",18931,47200,40800,24700,60900,43500,47100,63500,53000,31000,80300,58300,1.60432203389831,1.85598039215686,1.19250393700787,1.42875471698113,149.326501505467,115.519518250489,235.428661982991,179.964080080292,"Female",43200,36000,"Low",64200,47700
"131","Utah State University","State","Western",FALSE,"UT","Public","Selective public",16572,37400,33900,19000,50800,31600,39400,49600,43200,23100,67100,42700,1.7724064171123,1.9553982300885,1.33645161290323,1.53444444444444,125.681873038861,104.561911658219,199.300024137099,160.680666183925,"Female",30400,26900,"Low",51500,37700
"132","Southern Utah University","State","Western",FALSE,"UT","Public","Selective public",18315,34100,30200,16100,45300,25200,35000,45500,39800,19700,58500,41700,2.14838709677419,2.42582781456954,1.61010989010989,1.84070351758794,86.1861861861862,64.8921648921649,148.430248430248,117.308217308217,"Female",28700,25400,"Low",46200,34200
"133","Middlebury College","Liberal Arts","Northeastern",FALSE,"VT","Private nonprofit","Other elite schools (public and private)",59470,47900,41900,23700,61000,37300,52900,71900,58200,36500,86800,64200,4.96617954070981,5.67732696897375,3.30848400556328,4.0872852233677,-19.4551874894905,-29.5443080544812,20.9012947704725,-2.13553051958971,"Female",58000,44200,"Low",71400,51200
"134","University of Vermont","State","Northeastern",FALSE,"VT","Public","Selective public",28348,40400,37100,23900,52300,27800,43000,55200,47300,31500,68100,44100,2.80673267326733,3.05638814016172,2.05420289855072,2.39729386892178,42.5144631014534,30.8734302243545,94.7227317623818,66.8548045717511,"Female",50800,39100,"Low",59600,38300
"136","Virginia Commonwealth University","State","Southern",FALSE,"VA","Public","Selective public",27494,37500,34400,21700,48700,26600,39700,49700,44000,28100,64100,35100,2.93269333333333,3.19697674418605,2.2127967806841,2.49945454545455,36.3933949225286,25.1182076089329,80.7667127373245,60.0349167091002,"Female",46700,35800,"Low",51000,37600
"137","University of Richmond","Liberal Arts","Southern",FALSE,"VA","Private nonprofit","Other elite schools (public and private)",57535,51900,46900,31000,65900,37500,51300,78900,64500,43500,96900,62300,4.43429672447014,4.90703624733476,2.91685678073511,3.56806201550388,-9.79403841140176,-18.4844007995133,37.1339184844008,12.1056748066394,"Female",68200,47700,"Low",89200,47000
"138","George Mason University","State","Southern",FALSE,"VA","Public","Selective public",23212,47000,44900,27700,62700,28100,52600,63900,59900,37800,85000,40900,1.97548936170213,2.06788418708241,1.45302034428795,1.55005008347245,102.481475099087,93.4344304669998,175.288643804928,158.056177839049,"Female",57300,43400,"Low",64600,45800
"139","Virginia Polytechnic Institute and State University","Engineering","Southern",FALSE,"VA","Public","Highly selective public",26165,50400,48000,31100,66600,29900,55100,67100,62500,40800,87000,43700,2.0765873015873,2.18041666666667,1.55976154992548,1.67456,92.6237339957959,83.4511752340914,156.449455379324,138.868717752723,"Female",58300,45700,"Low",64400,49700
"141","Eastern Washington University","State","Western",FALSE,"WA","Public","Selective public",20365,37700,34600,22100,49200,28900,39000,46700,43100,27100,60600,34200,2.16074270557029,2.35433526011561,1.74432548179872,1.89002320185615,85.1215320402652,69.8993370979622,129.315001227596,111.637613552664,"Female",41600,34500,"Low",46100,37700
"142","University of Puget Sound","Liberal Arts","Western",FALSE,"WA","Private nonprofit","Highly selective private",55948,40200,36400,22300,54400,24300,45400,59100,52700,33500,73100,47700,5.56696517412935,6.14813186813187,3.78666666666667,4.2465275142315,-28.1475655966254,-34.9395867591335,5.63380281690141,-5.80539071995424,"Female",54200,37600,"Low",55800,45900
"143","Washington State University","State","Western",FALSE,"WA","Public","Selective public",26543,44700,40600,26500,58400,29500,46200,56600,50600,32900,74800,39300,2.37521252796421,2.61507389162562,1.87583038869258,2.09826086956522,68.4059827449798,52.9593489808989,113.238895377312,90.6340654786573,"Female",49300,41300,"Low",53400,42900
"144","Western Washington University","State","Western",FALSE,"WA","Public","Selective public",22458,37400,35400,22100,47900,24300,39900,50600,45800,29800,64200,35600,2.40192513368984,2.53762711864407,1.77533596837945,1.96139737991266,66.533083978983,57.6275714667379,125.309466559801,103.936236530412,"Female",43600,34900,"Low",47700,36800
"146","University of Wyoming","State","Western",FALSE,"WY","Public","Selective public",18145,44200,38700,24300,55800,36200,42700,54200,47300,29500,68000,41000,1.6420814479638,1.87545219638243,1.33911439114391,1.53446088794926,143.593276384679,113.281895839074,198.704877376688,160.677872692202,"Female",44700,38900,"Low",55300,43500
"147","University of Central Florida","State","Southern",FALSE,"FL","Public","Selective public",19752,39900,37100,24100,50700,29100,41400,51200,45400,30200,65300,36200,1.98015037593985,2.12959568733154,1.543125,1.74026431718062,102.004860267315,87.829080599433,159.214256784123,129.850141757797,"Female",45900,37000,"Low",49800,38800
"148","Florida International University","State","Southern",FALSE,"FL","Public","Selective public",18784,41500,38700,23300,54400,31100,43000,52000,46300,29200,67700,36700,1.81050602409639,1.94149870801034,1.44492307692308,1.62280777537797,120.932708688245,106.026405451448,176.831345826235,146.486371379898,"Female",48400,39100,"Low",51000,39800
"154","Auburn University","State","Southern",FALSE,"AL","Public","Selective public",25282,43100,39500,26200,55200,35100,44900,56300,48800,32700,72700,42400,2.34635730858469,2.56020253164557,1.79623445825933,2.07229508196721,70.4770192231627,56.2376394272605,122.688078474804,93.0227039000079,"Male",63800,47900,"Low",55000,42000
"155","University of Alabama at Birmingham","State","Southern",FALSE,"AL","Public","Selective public",20621,39400,35100,21000,50800,32000,38300,48400,41200,26300,59900,39200,2.09350253807107,2.34997150997151,1.70421487603306,2.00203883495146,91.0673585180156,70.2148295426992,134.712186605887,99.7963241355899,"Male",57400,43900,"Low",51600,39400
"156","University of Arkansas","State","Southern",FALSE,"AR","Public","Selective public",20350,40900,37100,23200,52800,30400,41700,52700,44900,28700,67000,44800,1.99022004889976,2.19407008086253,1.54459203036053,1.81291759465479,100.982800982801,82.3095823095823,158.968058968059,120.638820638821,"Male",58900,44600,"Low",44000,34100
"157","California State University-Fullerton","State","California",FALSE,"CA","Public","Selective public",15627,38500,35100,21600,50400,25200,41000,51800,47200,29000,67800,37600,1.62358441558442,1.7808547008547,1.20671814671815,1.32432203389831,146.368464836501,124.611249760031,231.477570870929,202.041338708645,"Male",58200,41700,"Low",52800,40600
"158","California State University-East Bay","State","California",FALSE,"CA","Public","Selective public",19793,45200,40600,23300,59300,32200,47700,58200,51700,32200,74300,47900,1.75159292035398,1.95004926108374,1.36034364261168,1.53137330754352,128.363562875764,105.123023291062,194.043348658617,161.20345576719,"Male",64400,45600,"Low",39500,30600
"159","California State University-Long Beach","State","California",FALSE,"CA","Public","Selective public",17779,40000,36500,21500,52800,26700,42500,53000,48100,29100,70200,36500,1.7779,1.94838356164384,1.34181132075472,1.47850311850312,124.984532313403,105.298385735981,198.10450531526,170.543900106868,"Male",60100,43600,"Low",51900,40300
"160","California State University-Dominguez Hills","State","California",FALSE,"CA","Public","Selective public",12399,38300,33100,19000,50900,29500,37600,48500,44700,27100,65500,30200,1.29493472584856,1.49836858006042,1.02259793814433,1.10953020134228,208.895878699895,166.957012662311,291.160577465925,260.512944592306,"Male",52200,39700,"Low",54300,40300
"161","California State University-Chico","State","California",FALSE,"CA","Public","Selective public",21715,42900,38200,22200,56700,29300,42800,55400,48100,29400,72600,42200,2.02470862470862,2.2738219895288,1.56787003610108,1.80582120582121,97.5592908128022,75.9152659451992,155.123186737278,121.505871517384,"Male",62700,47000,"Low",48400,36700
"162","Humboldt State University","State","California",FALSE,"CA","Public","Selective public",22287,30200,26200,15200,40500,22300,31100,40100,36600,19000,54100,29200,2.95192052980132,3.40259541984733,2.2231421446384,2.43573770491803,35.5050029164984,17.5573204110019,79.9255171176022,64.2212949252928,"Male",44700,31500,"Low",54000,42900
